Source,Target,BDeu,TSource,TTarget
AT5G39610,AT1G15170,-29.6625317941544,AT5G39610,AT1G15170
AT2G28550,AT1G22600,-29.6625317941544,RAP2.7,AT1G22600
AT2G46970,AT1G22600,-29.6625317941544,AT2G46970,AT1G22600
AT3G50330,AT1G23330,-29.6625317941544,AT3G50330,AT1G23330
AT5G47220,AT1G23330,-29.6625317941544,AT5G47220,AT1G23330
AT3G50330,AT1G25450,-29.6625317941544,AT3G50330,KCS5
AT5G47230,AT1G25450,-29.6625317941544,AT5G47230,KCS5
AT1G42990,AT1G44350,-29.6625317941544,AT1G42990,AT1G44350
AT1G67100,AT1G44350,-29.6625317941544,AT1G67100,AT1G44350
AT3G50330,AT1G57990,-29.6625317941544,AT3G50330,AT1G57990
AT5G39610,AT1G57990,-29.6625317941544,AT5G39610,AT1G57990
AT3G50330,AT2G10940,-29.6625317941544,AT3G50330,AT2G10940
AT5G39610,AT2G10940,-29.6625317941544,AT5G39610,AT2G10940
AT1G42990,AT2G16060,-29.6625317941544,AT1G42990,HB1
AT1G67100,AT2G16060,-29.6625317941544,AT1G67100,HB1
AT2G28550,AT2G17500,-29.6625317941544,RAP2.7,AT2G17500
AT2G46970,AT2G17500,-29.6625317941544,AT2G46970,AT2G17500
AT2G28550,AT2G19760,-29.6625317941544,RAP2.7,PRF1
AT5G06710,AT2G19760,-29.6625317941544,AT5G06710,PRF1
AT2G28550,AT2G36080,-29.6625317941544,RAP2.7,AT2G36080
AT2G46970,AT2G36080,-29.6625317941544,AT2G46970,AT2G36080
AT1G42990,AT2G36090,-29.6625317941544,AT1G42990,AT2G36090
AT5G43170,AT2G36090,-29.6625317941544,ZF3,AT2G36090
AT1G25560,AT2G38290,-29.6625317941544,TEM1,AT2G38290
AT1G64380,AT2G38290,-29.6625317941544,AT1G64380,AT2G38290
AT2G28550,AT2G39800,-29.6625317941544,RAP2.7,AT2G39800
AT2G46970,AT2G39800,-29.6625317941544,AT2G46970,AT2G39800
AT3G50330,AT2G43140,-29.6625317941544,AT3G50330,AT2G43140
AT5G39610,AT2G43140,-29.6625317941544,AT5G39610,AT2G43140
AT3G50330,AT2G44130,-29.6625317941544,AT3G50330,AT2G44130
AT5G47230,AT2G44130,-29.6625317941544,AT5G47230,AT2G44130
AT2G28550,AT2G44230,-29.6625317941544,RAP2.7,AT2G44230
AT2G46970,AT2G44230,-29.6625317941544,AT2G46970,AT2G44230
AT4G11140,AT2G46660,-29.6625317941544,CRF1,AT2G46660
AT5G39610,AT2G46660,-29.6625317941544,AT5G39610,AT2G46660
AT4G28110,AT3G11900,-29.6625317941544,AT4G28110,ANT1
AT5G67060,AT3G11900,-29.6625317941544,AT5G67060,ANT1
AT3G50330,AT3G13790,-29.6625317941544,AT3G50330,ATBFRUCT1
AT5G39610,AT3G13790,-29.6625317941544,AT5G39610,ATBFRUCT1
AT1G64380,AT3G16460,-29.6625317941544,AT1G64380,JAL34
AT1G67100,AT3G16460,-29.6625317941544,AT1G67100,JAL34
AT1G25560,AT3G47960,-29.6625317941544,TEM1,GTR1
AT3G58190,AT3G47960,-29.6625317941544,AT3G58190,GTR1
AT3G50330,AT3G59340,-29.6625317941544,AT3G50330,AT3G59340
AT5G39610,AT3G59340,-29.6625317941544,AT5G39610,AT3G59340
AT2G28550,AT3G62040,-29.6625317941544,RAP2.7,AT3G62040
AT5G06710,AT3G62040,-29.6625317941544,AT5G06710,AT3G62040
AT4G16750,AT4G09030,-29.6625317941544,AT4G16750,AGP10
AT5G53980,AT4G09030,-29.6625317941544,AT5G53980,AGP10
AT1G28370,AT4G10265,-29.6625317941544,AT1G28370,AT4G10265
AT1G67100,AT4G10265,-29.6625317941544,AT1G67100,AT4G10265
AT1G64380,AT4G11820,-29.6625317941544,AT1G64380,AT4G11820
AT1G67100,AT4G11820,-29.6625317941544,AT1G67100,AT4G11820
AT1G25560,AT4G15975,-29.6625317941544,TEM1,AT4G15975
AT1G36060,AT4G15975,-29.6625317941544,AT1G36060,AT4G15975
AT1G64380,AT4G16260,-29.6625317941544,AT1G64380,AT4G16260
AT1G67100,AT4G16260,-29.6625317941544,AT1G67100,AT4G16260
AT2G28550,AT4G20870,-29.6625317941544,RAP2.7,AT4G20870
AT5G47220,AT4G20870,-29.6625317941544,AT5G47220,AT4G20870
AT4G11140,AT4G21310,-29.6625317941544,CRF1,AT4G21310
AT5G39610,AT4G21310,-29.6625317941544,AT5G39610,AT4G21310
AT3G50330,AT4G21680,-29.6625317941544,AT3G50330,AT4G21680
AT5G47230,AT4G21680,-29.6625317941544,AT5G47230,AT4G21680
AT1G25560,AT4G21850,-29.6625317941544,TEM1,AT4G21850
AT3G58190,AT4G21850,-29.6625317941544,AT3G58190,AT4G21850
AT3G50330,AT4G26220,-29.6625317941544,AT3G50330,AT4G26220
AT5G43170,AT4G26220,-29.6625317941544,ZF3,AT4G26220
AT2G28550,AT4G32770,-29.6625317941544,RAP2.7,AT4G32770
AT2G46970,AT4G32770,-29.6625317941544,AT2G46970,AT4G32770
AT3G50330,AT5G01740,-29.6625317941544,AT3G50330,AT5G01740
AT1G67100,AT5G01740,-29.6625317941544,AT1G67100,AT5G01740
AT1G25560,AT5G03610,-29.6625317941544,TEM1,AT5G03610
AT1G64380,AT5G03610,-29.6625317941544,AT1G64380,AT5G03610
AT4G11140,AT5G06530,-29.6625317941544,CRF1,AT5G06530
AT5G43170,AT5G06530,-29.6625317941544,ZF3,AT5G06530
AT1G42990,AT5G07330,-29.6625317941544,AT1G42990,AT5G07330
AT1G67100,AT5G07330,-29.6625317941544,AT1G67100,AT5G07330
AT1G28370,AT5G11160,-29.6625317941544,AT1G28370,AT5G11160
AT1G67100,AT5G11160,-29.6625317941544,AT1G67100,AT5G11160
AT1G42990,AT5G15120,-29.6625317941544,AT1G42990,AT5G15120
AT1G67100,AT5G15120,-29.6625317941544,AT1G67100,AT5G15120
AT1G25560,AT5G20820,-29.6625317941544,TEM1,AT5G20820
AT1G64380,AT5G20820,-29.6625317941544,AT1G64380,AT5G20820
AT2G28550,AT5G42590,-29.6625317941544,RAP2.7,AT5G42590
AT2G46970,AT5G42590,-29.6625317941544,AT2G46970,AT5G42590
AT1G64380,AT5G44005,-29.6625317941544,AT1G64380,AT5G44005
AT1G67100,AT5G44005,-29.6625317941544,AT1G67100,AT5G44005
AT1G25560,AT5G53660,-29.6625317941544,TEM1,AT5G53660
AT1G36060,AT5G53660,-29.6625317941544,AT1G36060,AT5G53660
AT2G28550,AT5G54585,-29.6625317941544,RAP2.7,AT5G54585
AT5G41570,AT5G54585,-29.6625317941544,AT5G41570,AT5G54585
AT2G28550,AT5G63660,-29.6625317941544,RAP2.7,AT5G63660
AT2G46970,AT5G63660,-29.6625317941544,AT2G46970,AT5G63660
AT2G28550,AT5G66460,-29.6625317941544,RAP2.7,MAN7
AT2G46970,AT5G66460,-29.6625317941544,AT2G46970,MAN7
AT5G23280,AT2G34070,-29.6625317941544,AT5G23280,TBL37
AT2G46970,AT2G34070,-29.6625317941544,AT2G46970,TBL37
AT1G74840,AT1G47760,-29.6625317941544,AT1G74840,AT1G47760
AT3G60390,AT1G47760,-29.6625317941544,AT3G60390,AT1G47760
AT3G49930,AT1G51500,-29.6625317941544,AT3G49930,AT1G51500
AT4G28110,AT1G51500,-29.6625317941544,AT4G28110,AT1G51500
AT3G49930,AT3G02140,-29.6625317941544,AT3G49930,AT3G02140
AT4G28110,AT3G02140,-29.6625317941544,AT4G28110,AT3G02140
AT1G64380,AT4G10500,-37.3792696467246,AT1G64380,AT4G10500
AT1G64380,AT3G53460,-37.3792696467246,AT1G64380,AT3G53460
AT1G64380,AT4G33070,-37.3792696467246,AT1G64380,AT4G33070
AT3G58190,AT1G64950,-37.4777097195377,AT3G58190,AT1G64950
AT3G58190,AT3G01350,-37.4777097195377,AT3G58190,AT3G01350
AT3G58190,AT3G13335,-37.4777097195377,AT3G58190,AT3G13335
AT3G58190,AT4G14030,-37.4777097195377,AT3G58190,AT4G14030
AT3G06740,AT2G16630,-40.8471584028532,AT3G06740,AT2G16630
AT3G06740,AT2G40610,-40.8471584028532,AT3G06740,AT2G40610
AT3G06740,AT5G02420,-40.8471584028532,AT3G06740,AT5G02420
AT1G74840,AT3G16370,-40.9116969239906,AT1G74840,AT3G16370
AT1G36060,AT5G45670,-40.9116969239906,AT1G36060,AT5G45670
AT1G36060,AT1G80130,-40.9116969239906,AT1G36060,AT1G80130
AT1G74840,AT3G13570,-40.9116969239906,AT1G74840,AT3G13570
AT1G74840,AT5G22630,-40.9116969239906,AT1G74840,AT5G22630
AT3G06740,AT1G21120,-43.5213070522641,AT3G06740,AT1G21120
AT3G06740,AT1G22110,-43.5213070522641,AT3G06740,AT1G22110
AT3G06740,AT2G04570,-43.5213070522641,AT3G06740,AT2G04570
AT3G06740,AT2G30930,-43.5213070522641,AT3G06740,AT2G30930
AT4G11140,AT2G45960,-43.5213070522641,CRF1,PIP1B
AT3G06740,AT4G10910,-43.5213070522641,AT3G06740,AT4G10910
AT4G11140,AT2G33130,-43.5213070522642,CRF1,AT2G33130
AT3G06740,AT2G41225,-43.5213070522642,AT3G06740,AT2G41225
AT3G06740,AT5G64100,-43.5213070522642,AT3G06740,AT5G64100
AT1G74840,AT1G15640,-43.6197471250773,AT1G74840,AT1G15640
AT1G74840,AT5G55620,-43.6197471250773,AT1G74840,AT5G55620
AT4G11140,AT4G05100,-45.7548992737613,CRF1,AT4G05100
AT4G11140,AT5G01330,-45.7548992737613,CRF1,PDC3
AT1G36060,AT3G50280,-45.8884306663857,AT1G36060,AT3G50280
AT1G36060,AT1G61800,-45.8884306663857,AT1G36060,AT1G61800
AT1G64380,AT5G59590,-47.3062295553815,AT1G64380,AT5G59590
AT3G06740,AT1G22530,-47.6644417786387,AT3G06740,PATL2
AT3G06740,AT4G25960,-47.6644417786387,AT3G06740,AT4G25960
AT1G36060,AT1G05000,-47.8343408154339,AT1G36060,AT1G05000
AT1G74840,AT1G80530,-47.8343408154339,AT1G74840,AT1G80530
AT1G36060,AT5G52810,-47.8343408154339,AT1G36060,AT5G52810
AT1G64380,AT4G26320,-48.8748454732901,AT1G64380,AGP13
AT4G11140,AT1G62480,-49.3131004042207,CRF1,AT1G62480
AT3G06740,AT2G42900,-49.3131004042207,AT3G06740,AT2G42900
AT3G06740,AT5G10430,-49.3131004042207,AT3G06740,AGP4
AT1G36060,AT3G45960,-49.5207397689987,AT1G36060,AT3G45960
AT1G36060,AT4G38400,-49.5207397689987,AT1G36060,AT4G38400
AT1G74840,AT3G22800,-49.5207397689987,AT1G74840,AT3G22800
AT4G11140,AT3G56250,-50.7402167598566,CRF1,AT3G56250
AT1G74840,AT1G22740,-50.9870768377878,AT1G74840,RABG3B
AT1G74840,AT3G15030,-50.9870768377878,AT1G74840,AT3G15030
AT1G74840,AT4G01700,-50.9870768377878,AT1G74840,AT4G01700
AT1G74840,AT5G62770,-52.2600425135973,AT1G74840,AT5G62770
AT4G11140,AT5G48890,-53.0284131153925,CRF1,AT5G48890
AT1G36060,AT2G21360,-54.2969244408533,AT1G36060,AT2G21360
AT4G28110,AT1G48480,-54.8856073014422,AT4G28110,AT1G48480
AT5G67060,AT1G48480,-54.8856073014422,AT5G67060,AT1G48480
AT4G28110,AT4G17550,-54.8856073014422,AT4G28110,AT4G17550
AT5G67060,AT4G17550,-54.8856073014422,AT5G67060,AT4G17550
AT3G06740,AT2G21140,-55.4461862062775,AT3G06740,AT2G21140
AT3G06740,AT5G59320,-55.4461862062775,AT3G06740,LTP3
AT3G06740,AT1G49570,-55.4461862062775,AT3G06740,AT1G49570
AT3G06740,AT2G16740,-55.4461862062775,AT3G06740,AT2G16740
AT3G06740,AT2G46860,-55.4461862062775,AT3G06740,PPa3
AT3G06740,AT2G46990,-55.4461862062775,AT3G06740,IAA20
AT3G06740,AT3G01670,-55.4461862062775,AT3G06740,AT3G01670
AT3G06740,AT5G64120,-55.4461862062775,AT3G06740,AT5G64120
AT1G25560,AT3G04720,-55.9842195901029,TEM1,AT3G04720
AT1G74840,AT3G04720,-55.9842195901029,AT1G74840,AT3G04720
AT1G25560,AT3G11410,-55.9842195901029,TEM1,AT3G11410
AT1G36060,AT3G11410,-55.9842195901029,AT1G36060,AT3G11410
AT4G11140,AT2G43390,-56.2411160811461,CRF1,AT2G43390
AT4G11140,AT4G36610,-56.2411160811461,CRF1,AT4G36610
AT4G11140,AT1G01750,-56.2411160811461,CRF1,ADF11
AT4G11140,AT1G17710,-56.2411160811461,CRF1,AT1G17710
AT4G11140,AT2G04800,-56.2411160811461,CRF1,AT2G04800
AT4G11140,AT3G43850,-56.2411160811461,CRF1,AT3G43850
AT4G11140,AT3G63200,-56.2411160811461,CRF1,AT3G63200
AT1G74840,AT5G01700,-56.2428345899042,AT1G74840,AT5G01700
AT3G23240,AT1G63380,-56.2719016625538,AT3G23240,AT1G63380
AT5G67060,AT1G63380,-56.2719016625538,AT5G67060,AT1G63380
AT2G46970,AT3G16850,-56.4950452138674,AT2G46970,AT3G16850
AT3G23240,AT3G16850,-56.4950452138674,AT3G23240,AT3G16850
AT3G49930,AT1G70985,-56.677366770661,AT3G49930,AT1G70985
AT4G28110,AT1G70985,-56.677366770661,AT4G28110,AT1G70985
AT1G36060,AT5G49360,-56.831517450488,AT1G36060,BXL1
AT5G47230,AT5G49360,-56.831517450488,AT5G47230,BXL1
AT2G28550,AT4G08300,-57.0828318787685,RAP2.7,AT4G08300
AT5G41570,AT4G08300,-57.0828318787685,AT5G41570,AT4G08300
AT5G23280,AT3G52780,-57.1881923944262,AT5G23280,AT3G52780
AT5G41570,AT3G52780,-57.1881923944262,AT5G41570,AT3G52780
AT1G36060,AT4G12690,-57.2835025742305,AT1G36060,AT4G12690
AT5G47230,AT4G12690,-57.2835025742305,AT5G47230,AT4G12690
AT1G64380,AT5G64510,-57.37051395122,AT1G64380,AT5G64510
AT5G47230,AT5G64510,-57.37051395122,AT5G47230,AT5G64510
AT3G10040,AT1G53230,-57.4505566588935,AT3G10040,AT1G53230
AT5G39610,AT1G53230,-57.4505566588935,AT5G39610,AT1G53230
AT5G53980,AT2G46940,-57.4505566588935,AT5G53980,AT2G46940
AT5G67060,AT2G46940,-57.4505566588935,AT5G67060,AT2G46940
AT1G42990,AT4G15765,-57.5246646310471,AT1G42990,AT4G15765
AT5G47230,AT4G15765,-57.5246646310471,AT5G47230,AT4G15765
AT2G28550,AT1G12950,-57.6581960236715,RAP2.7,RSH2
AT5G13910,AT1G12950,-57.6581960236715,AT5G13910,RSH2
AT2G28550,AT1G34540,-57.6581960236715,RAP2.7,CYP94D1
AT5G13910,AT1G34540,-57.6581960236715,AT5G13910,CYP94D1
AT2G28550,AT1G72230,-57.6581960236715,RAP2.7,AT1G72230
AT5G13910,AT1G72230,-57.6581960236715,AT5G13910,AT1G72230
AT2G28550,AT1G80820,-57.6581960236715,RAP2.7,AT1G80820
AT5G13910,AT1G80820,-57.6581960236715,AT5G13910,AT1G80820
AT2G28550,AT2G34500,-57.6581960236715,RAP2.7,CYP710A1
AT5G13910,AT2G34500,-57.6581960236715,AT5G13910,CYP710A1
AT2G28550,AT3G49960,-57.6581960236715,RAP2.7,AT3G49960
AT5G13910,AT3G49960,-57.6581960236715,AT5G13910,AT3G49960
AT2G28550,AT5G46900,-57.6581960236715,RAP2.7,AT5G46900
AT5G13910,AT5G46900,-57.6581960236715,AT5G13910,AT5G46900
AT2G46970,AT5G47560,-57.6581960236716,AT2G46970,AT5G47560
AT4G28110,AT5G47560,-57.6581960236716,AT4G28110,AT5G47560
AT1G52890,AT4G38932,-57.7188206454879,AT1G52890,AT4G38932
AT5G41570,AT4G38932,-57.7188206454879,AT5G41570,AT4G38932
AT1G52890,AT5G61490,-57.7188206454879,AT1G52890,AT5G61490
AT5G41570,AT5G61490,-57.7188206454879,AT5G41570,AT5G61490
AT3G15210,AT3G55940,-58.1814441674358,AT3G15210,AT3G55940
AT1G52890,AT3G55940,-58.1814441674358,AT1G52890,AT3G55940
AT3G49930,AT1G35516,-58.9799518636434,AT3G49930,AT1G35516
AT4G28110,AT1G35516,-58.9799518636434,AT4G28110,AT1G35516
AT3G49930,AT3G09220,-58.9799518636434,AT3G49930,AT3G09220
AT4G28110,AT3G09220,-58.9799518636434,AT4G28110,AT3G09220
AT3G49930,AT3G20590,-58.9799518636434,AT3G49930,AT3G20590
AT4G28110,AT3G20590,-58.9799518636434,AT4G28110,AT3G20590
AT1G36060,AT3G20660,-58.9799518636434,AT1G36060,AT3G20660
AT5G41570,AT3G20660,-58.9799518636434,AT5G41570,AT3G20660
AT3G49930,AT4G33870,-58.9799518636434,AT3G49930,AT4G33870
AT4G28110,AT4G33870,-58.9799518636434,AT4G28110,AT4G33870
AT3G49930,AT5G25350,-58.9799518636434,AT3G49930,AT5G25350
AT4G28110,AT5G25350,-58.9799518636434,AT4G28110,AT5G25350
AT5G60850,AT1G17190,-59.1622734204386,AT5G60850,AT1G17190
AT5G53980,AT1G17190,-59.1622734204386,AT5G53980,AT1G17190
AT5G60850,AT2G38750,-59.1622734204386,AT5G60850,AT2G38750
AT5G53980,AT2G38750,-59.1622734204386,AT5G53980,AT2G38750
AT5G23280,AT1G62610,-59.3854169717526,AT5G23280,AT1G62610
AT5G41570,AT1G62610,-59.3854169717526,AT5G41570,AT1G62610
AT1G36060,AT4G02410,-59.5860876672145,AT1G36060,AT4G02410
AT5G47230,AT4G02410,-59.5860876672145,AT5G47230,AT4G02410
AT1G36060,AT5G44020,-59.5860876672145,AT1G36060,AT5G44020
AT5G47230,AT5G44020,-59.5860876672145,AT5G47230,AT5G44020
AT3G49930,AT1G79320,-59.5860876672145,AT3G49930,AT1G79320
AT4G28110,AT1G79320,-59.5860876672145,AT4G28110,AT1G79320
AT3G49930,AT5G64750,-59.5860876672145,AT3G49930,AT5G64750
AT4G28110,AT5G64750,-59.5860876672145,AT4G28110,AT5G64750
AT5G13910,AT1G73010,-59.7684092240083,AT5G13910,AT1G73010
AT4G28110,AT1G73010,-59.7684092240083,AT4G28110,AT1G73010
AT5G13910,AT1G24430,-59.7684092240083,AT5G13910,AT1G24430
AT4G28110,AT1G24430,-59.7684092240083,AT4G28110,AT1G24430
AT5G41570,AT4G24670,-59.8272497240284,AT5G41570,AT4G24670
AT5G67060,AT4G24670,-59.8272497240284,AT5G67060,AT4G24670
AT1G42990,AT3G11650,-59.9354633086713,AT1G42990,AT3G11650
AT5G67060,AT3G11650,-59.9354633086713,AT5G67060,AT3G11650
AT5G41570,AT2G46120,-60.0896139884984,AT5G41570,AT2G46120
AT5G47220,AT2G46120,-60.0896139884984,AT5G47220,AT2G46120
AT5G60850,AT4G10380,-60.232714832139,AT5G60850,AT4G10380
AT5G67060,AT4G10380,-60.232714832139,AT5G67060,AT4G10380
AT2G46970,AT1G52750,-60.3662462247634,AT2G46970,AT1G52750
AT4G28110,AT1G52750,-60.3662462247634,AT4G28110,AT1G52750
AT2G46970,AT3G43720,-60.3662462247634,AT2G46970,AT3G43720
AT4G28110,AT3G43720,-60.3662462247634,AT4G28110,AT3G43720
AT2G46970,AT5G62220,-60.3662462247634,AT2G46970,AT5G62220
AT4G28110,AT5G62220,-60.3662462247634,AT4G28110,AT5G62220
AT5G23280,AT2G30520,-60.7717113328683,AT5G23280,AT2G30520
AT2G46970,AT2G30520,-60.7717113328683,AT2G46970,AT2G30520
AT5G23280,AT3G07000,-60.7717113328683,AT5G23280,AT3G07000
AT5G41570,AT3G07000,-60.7717113328683,AT5G41570,AT3G07000
AT3G19580,AT4G33560,-60.7717113328683,AT3G19580,AT4G33560
AT5G47230,AT4G33560,-60.7717113328683,AT5G47230,AT4G33560
AT3G58190,AT1G22330,-61.0901650639864,AT3G58190,AT1G22330
AT5G47230,AT1G22330,-61.0901650639864,AT5G47230,AT1G22330
AT3G58190,AT1G79840,-61.0901650639864,AT3G58190,AT1G79840
AT5G47230,AT1G79840,-61.0901650639864,AT5G47230,AT1G79840
AT3G58190,AT3G55950,-61.0901650639864,AT3G58190,AT3G55950
AT5G47230,AT3G55950,-61.0901650639864,AT5G47230,AT3G55950
AT1G36060,AT1G16370,-61.0901650639865,AT1G36060,AT1G16370
AT5G47230,AT1G16370,-61.0901650639865,AT5G47230,AT1G16370
AT1G36060,AT2G34340,-61.0901650639865,AT1G36060,AT2G34340
AT5G47230,AT2G34340,-61.0901650639865,AT5G47230,AT2G34340
AT1G36060,AT5G49170,-61.0901650639865,AT1G36060,AT5G49170
AT5G47230,AT5G49170,-61.0901650639865,AT5G47230,AT5G49170
AT3G49930,AT1G29460,-61.0901650639865,AT3G49930,AT1G29460
AT4G28110,AT1G29460,-61.0901650639865,AT4G28110,AT1G29460
AT5G13910,AT1G10160,-61.3313271208018,AT5G13910,AT1G10160
AT4G28110,AT1G10160,-61.3313271208018,AT4G28110,AT1G10160
AT3G06740,AT3G06360,-61.3778471364379,AT3G06740,AT3G06360
AT5G47230,AT3G06360,-61.3778471364379,AT5G47230,AT3G06360
AT5G13910,AT5G40780,-61.3778471364379,AT5G13910,LHT1
AT4G28110,AT5G40780,-61.3778471364379,AT4G28110,LHT1
AT3G58190,AT5G15350,-62.0709943169959,AT3G58190,AT5G15350
AT5G47230,AT5G15350,-62.0709943169959,AT5G47230,AT5G15350
AT1G36060,AT1G44830,-62.0709943169959,AT1G36060,AT1G44830
AT5G47230,AT1G44830,-62.0709943169959,AT5G47230,AT1G44830
AT1G67100,AT1G50060,-62.0709943169959,AT1G67100,AT1G50060
AT5G53980,AT1G50060,-62.0709943169959,AT5G53980,AT1G50060
AT1G64380,AT2G44380,-62.0709943169959,AT1G64380,AT2G44380
AT5G47220,AT2G44380,-62.0709943169959,AT5G47220,AT2G44380
AT5G60850,AT3G49845,-62.1045170090359,AT5G60850,AT3G49845
AT5G67060,AT3G49845,-62.1045170090359,AT5G67060,AT3G49845
AT2G46970,AT1G79720,-62.3121563738139,AT2G46970,AT1G79720
AT4G28110,AT1G79720,-62.3121563738139,AT4G28110,AT1G79720
AT2G46970,AT2G47890,-62.3121563738139,AT2G46970,AT2G47890
AT4G28110,AT2G47890,-62.3121563738139,AT4G28110,AT2G47890
AT2G46970,AT4G22470,-62.3121563738139,AT2G46970,AT4G22470
AT4G28110,AT4G22470,-62.3121563738139,AT4G28110,AT4G22470
AT5G41570,AT1G49450,-62.4764594251036,AT5G41570,AT1G49450
AT5G67060,AT1G49450,-62.4764594251036,AT5G67060,AT1G49450
AT5G13910,AT3G21230,-62.4764594251036,AT5G13910,AT3G21230
AT4G28110,AT3G21230,-62.4764594251036,AT4G28110,AT3G21230
AT5G13910,AT4G09460,-62.4764594251036,AT5G13910,AT4G09460
AT4G28110,AT4G09460,-62.4764594251036,AT4G28110,AT4G09460
AT5G41570,AT4G13180,-62.4764594251036,AT5G41570,AT4G13180
AT5G67060,AT4G13180,-62.4764594251036,AT5G67060,AT4G13180
AT4G11140,AT4G35420,-62.4764594251036,CRF1,AT4G35420
AT5G47220,AT4G35420,-62.4764594251036,AT5G47220,AT4G35420
AT5G41570,AT5G24140,-62.4764594251036,AT5G41570,SQP2
AT5G67060,AT5G24140,-62.4764594251036,AT5G67060,SQP2
AT5G13910,AT2G27420,-62.4764594251036,AT5G13910,AT2G27420
AT4G28110,AT2G27420,-62.4764594251036,AT4G28110,AT2G27420
AT5G13910,AT4G09530,-62.4764594251036,AT5G13910,AT4G09530
AT4G28110,AT4G09530,-62.4764594251036,AT4G28110,AT4G09530
AT3G49930,AT5G48180,-62.6306101049301,AT3G49930,AT5G48180
AT4G28110,AT5G48180,-62.6306101049301,AT4G28110,AT5G48180
AT1G28370,AT4G15920,-62.8441842052285,AT1G28370,AT4G15920
AT5G67060,AT4G15920,-62.8441842052285,AT5G67060,AT4G15920
AT5G13910,AT3G46280,-63.1696066056621,AT5G13910,AT3G46280
AT4G28110,AT3G46280,-63.1696066056621,AT4G28110,AT3G46280
AT5G47230,AT1G02930,-63.1806564418494,AT5G47230,AT1G02930
AT5G47640,AT1G02930,-63.1806564418494,AT5G47640,AT1G02930
AT5G47230,AT1G04660,-63.1806564418494,AT5G47230,AT1G04660
AT5G47640,AT1G04660,-63.1806564418494,AT5G47640,AT1G04660
AT5G47230,AT1G05020,-63.1806564418494,AT5G47230,AT1G05020
AT5G47640,AT1G05020,-63.1806564418494,AT5G47640,AT1G05020
AT5G47230,AT1G05660,-63.1806564418494,AT5G47230,AT1G05660
AT5G47640,AT1G05660,-63.1806564418494,AT5G47640,AT1G05660
AT5G47230,AT1G08630,-63.1806564418494,AT5G47230,AT1G08630
AT5G47640,AT1G08630,-63.1806564418494,AT5G47640,AT1G08630
AT5G47230,AT1G10140,-63.1806564418494,AT5G47230,AT1G10140
AT5G47640,AT1G10140,-63.1806564418494,AT5G47640,AT1G10140
AT5G47230,AT1G10360,-63.1806564418494,AT5G47230,AT1G10360
AT5G47640,AT1G10360,-63.1806564418494,AT5G47640,AT1G10360
AT5G47230,AT1G11260,-63.1806564418494,AT5G47230,AT1G11260
AT5G47640,AT1G11260,-63.1806564418494,AT5G47640,AT1G11260
AT5G47230,AT1G12040,-63.1806564418494,AT5G47230,LRX1
AT5G47640,AT1G12040,-63.1806564418494,AT5G47640,LRX1
AT5G47230,AT1G12064,-63.1806564418494,AT5G47230,AT1G12064
AT5G47640,AT1G12064,-63.1806564418494,AT5G47640,AT1G12064
AT5G47230,AT1G13250,-63.1806564418494,AT5G47230,AT1G13250
AT5G47640,AT1G13250,-63.1806564418494,AT5G47640,AT1G13250
AT5G47230,AT1G15040,-63.1806564418494,AT5G47230,AT1G15040
